Meal_Id,Name,catagory,description,Veg_Non,Nutrient,Disease,Diet,Price
meal_id31,Palak Paneer,paneer,"Spinach (200g), Paneer (200g), Tomato (100g), Onion (50g), Garlic (5g), Ginger (5g), Green Chili (5g), Garam Masala (5g), Turmeric Powder (5g), Salt (to taste), Oil (20ml)",veg,calcium, goitre hypertension, low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,465
meal_id32,almond and amaranth ladoo,ladoo,"popped amaranth seeds, jaggery, almonds (slivered, unpeeled)",veg,calcium, hypertension, low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet,570
meal_id238,holi special malai kofta,kofta,"potatoes, paneer (cottage cheese), maida, coriander leaves (chopped), onion, ginger-garlic paste, tomatoes, malai or cream, raisins and cashew nuts, cashew nuts paste, haldi, red chilli powder, kitchen king masala, kasuri methi (dry fenugreek), salt, sugar",veg,phosphorus, kidney_disease, vegan_diet low_fat_diet high_fiber_diet,535
meal_id239,homemade gulab jamun,gulab,"sugar, water, milk, cardamom seeds, saffron, cardamom powder, khoya, baking soda, maida, milk",veg,vitamin_d, goitre, low_sodium_diet,445
meal_id100,Grilled Chicken Salad with lemon,Main,"Grilled chicken breast (200g), Mixed greens (spinach, kale, arugula) - 2 cups, Cherry tomatoes (halved) - 1 cup, Cucumber (sliced) - 1/2 cup, Bell peppers (sliced) - 1/2 cup, Red onion (sliced) - 1/4 cup, Avocado (sliced) - 1/2, Olive oil - 1 tablespoon, Lemon juice - 1 tablespoon, Dijon mustard - 1 teaspoon, Honey (optional) - 1 teaspoon, Salt (to taste), Black pepper (to taste), Lemon for garnish",non-veg,iron, anemia pregnancy rickets goitre kidney_disease obesity, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,545
meal_id163,Quinoa Salad,quinoa,"Quinoa (100g), Cucumber (100g), Tomato (100g), Bell peppers (100g), Olive oil (10g), Lemon juice (10g), Salt and pepper to taste",veg,carbohydrates, anemia pregnancy cancer scurvy kidney_disease obesity diabeties, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,270
meal_id130,Fish Curry,fish,"Fish (200g), tomatoes (150g), onions (100g), garlic (10g), ginger (10g), chili powder (5g), turmeric (3g), coriander powder (5g), cumin seeds (5g), mustard seeds (5g), curry leaves (5g), coconut milk (100g), vegetable oil (20g), salt (to taste)",non-veg,phosphorus, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,500
meal_id240,chicken Tikka Masala,chicken,"Boneless chicken (200g), yogurt (50g), tomatoes (100g), onions (50g), garlic (5g), ginger (5g), green chilies (5g), spices (garam masala, cumin, coriander, turmeric), lemon juice (10g), low-fat cream (50g), coriander leaves (5g)",non-veg,iron, goitre, vegan_diet low_fat_diet high_fiber_diet,345
meal_id241,fish curry,curry,"fresh sole fish, black pepper powder, lemon (juiced), onion, coriander seeds, black pepper, raw rice, garlic cloves, coconut, coriander leaves, ginger (large), cinnamon powder, clove powder, ground nut oil, tamarind paste, cooking oil, salt,",non-veg,vitamin_a, anemia pregnancy hypertension cancer heart_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,205
meal_id242,rice kheer,kheer,"milk, rice (washed), sugar, raisins, green cardamoms, almonds (shredded)",veg,calcium, obesity diabeties anemia, low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,300
meal_id74,Pumpkin Curry,curry,"Pumpkin (200g), tomato (100g), onion (50g), garlic (5g), ginger (5g), turmeric powder (2g), coriander powder (5g), cumin powder (3g), red chili powder (2g), mustard oil (10g), salt (to taste)",veg,iron, anemia pregnancy scurvy heart_disease goitre kidney_disease obesity diabeties, vegan_diet low_fat_diet high_fiber_diet ketogenic_diet,460
meal_id221,Palak Paneer, paneer,"Spinach (200g), Paneer (200g), Onion (1, finely chopped), Tomato (1, finely chopped), Garlic (3 cloves, minced), Ginger (1-inch piece, grated), Green chilies (2, finely chopped), Cumin seeds (1 tsp), Turmeric powder (1/2 tsp), Coriander powder (1 tsp), Garam masala (1/2 tsp), Salt (to taste), Oil (2 tbsp), Fresh cream (optional, for garnish)",veg,calcium, pregnancy hypertension scurvy heart_disease goitre kidney_disease obesity, low_fat_diet omni_diet Mediterranean_diet ketogenic_diet low_sodium_diet vegan_diet high_protien_diet dash_diet,380
meal_id222,chocolate fudge cookies,cookie,"dark chocolate coverture, sugar, flax eggs, flour, baking powder, salt, cocoa powder, vanilla essence",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,550
meal_id243,Paneer Tikka,paneer,"Paneer (200g), Bell peppers (100g), Onions (50g), Yogurt (50g), Lemon juice (10g), Ginger-garlic paste (10g), Spices (5g)",veg,magnesium, obesity diabeties anemia, alkaline_diet ketogenic_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,495
meal_id244,Masoor Dal,dal,"Masoor Dal (100g), Tomato (50g), Onion (50g), Garlic (10g), Spices (10g)",veg,vitamin_d, pregnancy hypertension goitre obesity diabeties, low_fat_diet ketogenic_diet gluten_free_diet high_protien_diet dash_diet,500
meal_id224,eggless vanilla cake,cake,"maida, baking powder, castor sugar, butter, milk, vanilla essence, vinegar",veg,potassium, goitre, low_fat_diet high_fiber_diet ketogenic_diet,520
meal_id225,sweet potato pie,pie,"yams (red skinned), condensed milk, sugar, egg , cinnamon , marshmallows ,",veg,vitamin_a, hypertension scurvy goitre kidney_disease pregnancy, alkaline_diet low_fat_diet paleo_diet Mediterranean_diet low_sodium_diet gluten_free_diet high_fiber_diet high_protien_diet dash_diet,415
meal_id245,broccoli souffle,broccoli,"broccoli, butter, extra virgin olive oil, all-purpose flour, low fat milk, salt, black pepper, cheddar cheese, eggs (separated), egg whites, cream of tarter",veg,vitamin_c, pregnancy diabeties scurvy, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,610
meal_id228,Aloo Gobi,aloo,"Potatoes 200g, Cauliflower 200g, Onion 100g, Tomato 100g, Garlic 10g, Ginger 10g, Green chili 5g, Turmeric powder 2g, Cumin seeds 2g, Coriander powder 5g, Garam masala 5g, Salt 5g, Oil 20ml",veg,calcium, hypertension heart_disease, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet high_protien_diet,300
meal_id230,eggless coffee cupcakes,coffee,"maida/ flour, baking powder, sugar, cocoa powder, vanilla essence, butter (softened, salted. in case you are using unsalted butter, add 1/4 tsp salt), milk (to make the batter smooth. adjust the milk quantity according to your batter's smoothness), coffee powder + 1 tsp water, to make a paste (you can increase or decrease according to your coffee tolerance)",veg,vitamin_d, pregnancy anemia, ketogenic_diet hormone_diet,625
meal_id236,Paneer Tikka Salad,salad,"Paneer (200g), mixed vegetables (150g), lettuce (100g), bell peppers (50g), lemon juice (15ml), olive oil (10ml), spices (as per taste)",veg,potassium, scurvy, low_fat_diet high_fiber_diet ketogenic_diet,570
meal_id246,Chana Masala,masala,"calcium, Chickpeas (200g), Tomato (100g), Onion (50g), Ginger (10g), Garlic (10g), Green chili (5g), Garam masala (5g), Turmeric powder (5g), Cumin seeds (5g), Coriander powder (5g), Salt (5g), Oil (10g), Water (100ml)>",veg,calcium, pregnancy hypertension scurvy heart_disease eye_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet high_protien_diet,390
meal_id247,microwave chicken steak,chicken,"chicken breasts (boneless), eggs (slightly whisked), ginger paste, garlic paste, onions, coriander leaves, green chillies, black pepper powder, flour, vinegar, salt, oil",non-veg,vitamin_a, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,370
meal_id248,cheese and ham roll,cheese,"hung curd, butter, cream, ground pimento, lemon juice, vodka, salt and pepper, asparagus spears(cooked), ham, pineapple slices",veg,calcium, obesity eye_disease, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,410
meal_id249,vegetable manchurian,tomato,"mixed vegetables - chopped fine or grated, eggs (slightly beaten), refined flour, garlic paste, ginger paste, water, oil , garlic , onions , capsicum, cornflour (blended with water), vinegar, salt, soya sauce, tomato puree, celery, ajinomoto (optional), water",veg,vitamin_a, obesity scurvy kidney_disease heart_disease, low_fat_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,560
meal_id250,Chicken Curry,curry,"Chicken (500g), Onions (200g), Tomatoes (150g), Garlic (20g), Ginger (20g), Spices (Cumin, Coriander, Turmeric, Red Chili, Garam Masala - 50g total), Oil (30ml)",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,255
meal_id251,Banana Shake,shake,"Banana (150g), Milk (200ml), Honey (10g)",veg,potassium, scurvy, high_protien_diet low_fat_diet high_fiber_diet ketogenic_diet,220
meal_id252,Salmon Curry,curry,"Salmon (200g), Coconut Milk (150ml), Onions (100g), Tomatoes (100g), Garlic (10g), Ginger (10g), Spices (5g), Oil (20ml)>",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,630
meal_id253,Paneer Bhurji,paneer,"Paneer (200g), Onions (50g), Tomatoes (50g), Green Peas (30g), Bell Peppers (30g), Green Chilies (10g), Turmeric Powder (1g), Red Chili Powder (1g), Garam Masala (2g), Cumin Seeds (1g), Coriander Leaves (10g), Salt (to taste), Oil (10ml)",veg,magnesium, diabeties hypertension heart_disease scurvy, high_protien_diet high_fiber_diet ketogenic_diet,310
meal_id212,al hachi chicken,chicken,"shallow fried chicken, bottle gourd (boiled and sun dried), onion, garlic, whole spices:, green cardamom, black cardamom, cinnamon sticks, turmeric, deggi mirch, fennel seeds powder, dry ginger powder, coriander powder, salt, mustard oil, desi ghee",non-veg,magnesium, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,575
meal_id128,Chicken Spinach Salad,salad,"Chicken breast (150g), Spinach (100g), Tomatoes (50g), Cucumber (50g), Bell peppers (50g), Olive oil (10g), Lemon juice (10g), Salt and pepper to taste",non-veg,iron, goitre, vegan_diet low_fat_diet high_fiber_diet,220
meal_id31,baked almond kofta,kofta,"potato (boiled), nutmeg, milk, almonds (crushed), green onions, refined flour, egg, salt, pepper, eggs, refined flour (for rolling), dried breadcrumbs (for rolling)",veg,calcium, goitre hypertension, low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,525
meal_id254,orange quinoa juice,almond,"sevaiyan, quinoa, orange juice , dried figs, sugar, almond milk, desi ghee, jaggery, walnuts, melon seeds, peanuts",veg,protien, anemia scurvy rickets goitre pregnancy, low_sodium_diet vegan_diet low_fat_diet dash_diet,480
meal_id100,spicy chicken curry,curry,"oil, onion paste, garlic paste, ginger paste, turmeric powder, salt, tomato puree, coriander powder, red chilli powder, cumin powder, garam masala, chicken leg pieces, coriander leaves, water",non-veg,iron, anemia pregnancy rickets goitre kidney_disease obesity, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,505
meal_id243,Palak Paneer,paneer,"Spinach (200g), Paneer (150g), Onions (100g), Tomatoes (100g), Ginger-Garlic Paste (10g), Garam Masala (5g), Turmeric Powder (3g), Salt (to taste), Cream (50g)",veg,magnesium, obesity diabeties anemia, alkaline_diet ketogenic_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,395
meal_id244,Chana Masala,masala,"200g boiled chickpeas, 100g onions, 100g tomatoes, 1 tbsp oil, 1 tsp cumin seeds, 1 tsp ginger-garlic paste, 1 tsp coriander powder, 1/2 tsp turmeric powder, 1/2 tsp red chili powder, salt to taste, 1 tbsp chopped coriander leaves.",veg,vitamin_d, pregnancy hypertension goitre obesity diabeties, low_fat_diet ketogenic_diet gluten_free_diet high_protien_diet dash_diet,225
meal_id255,kadai chicken,chicken,"chicken, ginger-garlic paste, pepper powder, lime juice, oil, salt, tomatoes, green chillies, ginger-garlic paste, chilli powder, black cardamoms, cloves, water, onion, ginger, green chillies, chilli powder, turmeric powder, garam masala, kasturi methi",non-veg,iron, anemia pregnancy rickets goitre kidney_disease obesity, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,410
meal_id256,apple kheer,kheer,"apples, basmati rice, nuscovado sugar (you can also use normal sugar), cashew nuts and almonds, cassia bark or cinnamon stick, red grapes",veg,vitamin_e, obesity diabeties, high_protien_diet,355
meal_id257,ragi oats ladoo (laddu),ladoo,"ragi flour, oats flour, dates (ripe), milk, honey, ghee, green cardamom powder, white sesame seeds, coconut powder, cashew nuts",veg,vitamin_e, hypertension, high_protien_diet dash_diet gluten_free_diet,675
meal_id258,Chicken Tikka Salad,salad,"Chicken breast (150g), mixed greens (100g), cucumber (50g), tomatoes (50g), onions (30g), lemon juice (10g), olive oil (15g), salt and pepper to taste",non-veg,iron, goitre, vegan_diet low_fat_diet high_fiber_diet,265
meal_id259,ragi coconut ladoo (laddu),ladoo,"finger millet flour (ragi), jaggery, peanuts, coconut, salt",veg,chloride, obesity hypertension, paleo_diet ketogenic_diet high_fiber_diet gluten_free_diet dash_diet,610
meal_id163,Chickpea Salad,salad,"Chickpeas (200 grams, cooked), cucumber (1 medium, diced), tomatoes (2 medium, diced), red onion (1 small, thinly sliced), bell pepper (1 medium, diced), fresh parsley (a handful, chopped), olive oil (2 tablespoons), lemon juice (1 tablespoon), salt (to taste), black pepper (to taste)",veg,carbohydrates, anemia pregnancy cancer scurvy kidney_disease obesity diabeties, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,630
meal_id130,Chicken Spinach Salad,salad,"Grilled chicken breast (100g), spinach leaves (50g), cherry tomatoes (50g), cucumber slices (50g), bell pepper strips (50g), olive oil dressing (15ml)",non-veg,phosphorus, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,510
meal_id260,Chicken Spinach Curry,curry,"Chicken (200g), Spinach (150g), Tomato (100g), Onion (100g), Garlic (10g), Ginger (10g), Green Chili (5g), Turmeric Powder (5g), Cumin Powder (5g), Coriander Powder (5g), Garam Masala (5g), Salt to taste",non-veg,iron, anemia hypertension rickets goitre kidney_disease pregnancy, alkaline_diet low_fat_diet low_carb_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,400
meal_id255,chicken tikka masala,chicken,"chicken breast (200g), yogurt (100g), tomato paste (50g), onion (1, diced), garlic (2 cloves, minced), ginger (1-inch piece, grated), garam masala (1 tsp), paprika (1 tsp), cumin (1 tsp), coriander (1 tsp), turmeric (1/2 tsp), salt (to taste), oil (2 tbsp), fresh cream (50ml), lemon juice (1 tbsp), fresh cilantro (for garnish)",non-veg,iron, anemia pregnancy rickets goitre kidney_disease obesity, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,485
meal_id261,chicken lentil soup,soup,"chicken pieces, red lentils (100g), spinach (50g), carrots (50g), onions (50g), tomatoes (50g), garlic (10g), ginger (10g), spices, water",non-veg,phosphorus, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,245
meal_id262,chicken paneer tikka masala,chicken,"Paneer and chicken (cottage cheese) marinated in yogurt and spices, grilled and served in a creamy tomato-based sauce",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,340
meal_id65,aloo gobi,vegetable,"potatoes (200g), cauliflower (200g), onions (50g), tomatoes (50g), garlic (10g), ginger (10g), green chilies (5g), cumin seeds (5g), turmeric powder (5g), coriander powder (5g), salt (to taste), oil (10ml), fresh coriander (for garnish)",veg,magnesium, anemia hypertension scurvy heart_disease rickets kidney_disease obesity, low_fat_diet omni_diet ketogenic_diet gluten_free_diet high_fiber_diet hormone_diet high_protien_diet,585
meal_id53,baingan bharta,bharta,"eggplant (300g), tomatoes (100g), onions (50g), garlic (5g), green chili (2 pcs), cumin seeds (1 tsp), coriander powder (1 tsp), garam masala (1 tsp), mustard oil (10ml), coriander leaves (5g)",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,475
